id,datetime,text,retweets
1232007448321568768,Mon Feb 24 18:20:39 +0000 2020,"Had a great time in Florida past week!! Unfortunately both my in-flight as my out-flight got cancelled. I’ll never go #AmericanAirlines again, that’s for sure! Good thing is I get to do a bit of sightseeing Philadelphia today. Always nice to explore a city for first time. https://t.co/VL8KZheJWP",0
1232006623918526470,Mon Feb 24 18:17:23 +0000 2020,That’s fine @AmericanAir. I’ll just use my imagination or something. https://t.co/4c7D8WC7AV,0
1232006537608036352,Mon Feb 24 18:17:02 +0000 2020,American Airlines preferred seat. 🤣 I’m 5’3 and maybe 5-6 inches from hitting the back seat. #AmericanAirlines https://t.co/Syy3WuRRbz,0
1232004598040334337,Mon Feb 24 18:09:20 +0000 2020,Go @AlaskaAir and @AmericanAir! Kick the BS #DeltaDifference outta SEA @Delta https://t.co/ibE0n6Z633,0
1232003950150406146,Mon Feb 24 18:06:45 +0000 2020,"What a difference 2 hours can look like.

@flyPBI to @Reagan_Airport on @AmericanAir. https://t.co/h6BcgpCdUh",0
1232002946663174144,Mon Feb 24 18:02:46 +0000 2020,#AmericanAirlines The totally incompetent people at American have sent their 8th message changing the departure time of flight 1201to Miami.  We are imprisoned at Logan airport bu the unknown. Not even the staff knkw what is going on.,0
1232002817717612544,Mon Feb 24 18:02:15 +0000 2020,.@AmericanAir shares down almost 10%,0
1232002138320048135,Mon Feb 24 17:59:33 +0000 2020,I did. Depending on @AmericanAir in-flight wifi it's coming soon. https://t.co/dn9qGyxZiy,0
1232001049311006720,Mon Feb 24 17:55:14 +0000 2020,"So unfair. We are captive audience to advertisement we cannot turn off, cannot move away from. And it is LOUD. You can’t read, listen to podcast. So much for enjoying the flight, while not reclining, knees up against the seat in front. @AmericanAir https://t.co/NeD9UEUln3",0
1231998506480685057,Mon Feb 24 17:45:08 +0000 2020,"Still waiting for our baggage.. @AmericanAir After 3 days it is really frustrating!!! Why nobody knows the status? 😭
The personnel is sweet and friendly though",0
1231997724259758081,Mon Feb 24 17:42:01 +0000 2020,".@BGAviation major Noah Pyle is currently doing an internship with @AmericanAir at the company’s world headquarters in Dallas, giving him a six-month hands-on learning experience. #belong #standout #gofar #bgsu https://t.co/OaDHeIsl8o",10
1231997445187362816,Mon Feb 24 17:40:54 +0000 2020,"This is the way it should be in #CX.  Certainly customers should — and do — complain when it doesn’t go right. 

But if we want the Ultimate Customer Experience (r) we also need to voice our thoughts when it goes exactly right! Congrats @AmericanAir ! https://t.co/cRtQ1y5EDM",0
1231996521979293697,Mon Feb 24 17:37:14 +0000 2020,"Waiting for flight 1201 from Boston to Miami
Delay after delay with no reliable information. Confusion on part of staff and passengers. 
#americanairlines",1
1231996029056143362,Mon Feb 24 17:35:17 +0000 2020,#planes are just #logistic filled people fedex. #monday #americanairlines,0
1231995945849688065,Mon Feb 24 17:34:57 +0000 2020,"Outrageous behavior at Logan Airport.  Delay due to a needed part. Confusing misinformation on message board and passenger notifications

#americanairlines",0
1231995507909652480,Mon Feb 24 17:33:13 +0000 2020,Great Job to @AmericanAir Pilots today on landing after those CRAZY crosswinds coming into DFW. That was a crazy feeling. #flight4163,0
