Time,Price
1/21/2020 3:00,27.81078495
1/21/2020 4:00,27.8053871
1/21/2020 5:00,27.79998925
1/21/2020 6:00,27.7945914
1/21/2020 7:00,27.78919355
1/21/2020 8:00,27.7837957
1/21/2020 9:00,27.77839785
1/21/2020 10:00,27.773
1/21/2020 11:00,27.684
1/21/2020 12:00,27.828
1/21/2020 13:00,27.779
1/21/2020 14:00,27.087
1/21/2020 15:00,27.375
1/21/2020 16:00,27.39036842
1/21/2020 17:00,27.40573684
1/21/2020 18:00,27.42110526
1/21/2020 19:00,27.43647368
1/21/2020 20:00,27.45184211
1/21/2020 21:00,27.46721053
1/21/2020 22:00,27.48257895
1/21/2020 23:00,27.49794737
1/22/2020 0:00,27.51331579
1/22/2020 1:00,27.52868421
1/22/2020 2:00,27.54405263
1/22/2020 3:00,27.55942105
1/22/2020 4:00,27.57478947
1/22/2020 5:00,27.59015789
1/22/2020 6:00,27.60552632
1/22/2020 7:00,27.62089474
1/22/2020 8:00,27.63626316
1/22/2020 9:00,27.65163158
1/22/2020 10:00,27.667
1/22/2020 11:00,27.703
1/22/2020 12:00,27.793
1/22/2020 13:00,27.677
1/22/2020 14:00,27.561
1/22/2020 15:00,27.541
1/22/2020 16:00,27.50615789
1/22/2020 17:00,27.47131579
1/22/2020 18:00,27.43647368
1/22/2020 19:00,27.40163158
1/22/2020 20:00,27.36678947
1/22/2020 21:00,27.33194737
1/22/2020 22:00,27.29710526
1/22/2020 23:00,27.26226316
1/23/2020 0:00,27.22742105
1/23/2020 1:00,27.19257895
1/23/2020 2:00,27.15773684
1/23/2020 3:00,27.12289474
1/23/2020 4:00,27.08805263
1/23/2020 5:00,27.05321053
1/23/2020 6:00,27.01836842
1/23/2020 7:00,26.98352632
1/23/2020 8:00,26.94868421
1/23/2020 9:00,26.91384211
1/23/2020 10:00,26.879
1/23/2020 11:00,27.021
1/23/2020 12:00,27.305
1/23/2020 13:00,27.647
1/23/2020 14:00,27.776
1/23/2020 15:00,27.944
1/23/2020 16:00,27.97273684
1/23/2020 17:00,28.00147368
1/23/2020 18:00,28.03021053
1/23/2020 19:00,28.05894737
1/23/2020 20:00,28.08768421
1/23/2020 21:00,28.11642105
1/23/2020 22:00,28.14515789
1/23/2020 23:00,28.17389474
1/24/2020 0:00,28.20263158
1/24/2020 1:00,28.23136842
1/24/2020 2:00,28.26010526
1/24/2020 3:00,28.28884211
1/24/2020 4:00,28.31757895
1/24/2020 5:00,28.34631579
1/24/2020 6:00,28.37505263
1/24/2020 7:00,28.40378947
1/24/2020 8:00,28.43252632
1/24/2020 9:00,28.46126316
1/24/2020 10:00,28.49
1/24/2020 11:00,27.954
1/24/2020 12:00,27.618
1/24/2020 13:00,27.531
1/24/2020 14:00,27.306
1/24/2020 15:00,27.462
1/24/2020 16:00,27.43564179
1/24/2020 17:00,27.40928358
1/24/2020 18:00,27.38292537
1/24/2020 19:00,27.35656716
1/24/2020 20:00,27.33020896
1/24/2020 21:00,27.30385075
1/24/2020 22:00,27.27749254
1/24/2020 23:00,27.25113433
1/25/2020 0:00,27.22477612
1/25/2020 1:00,27.19841791
1/25/2020 2:00,27.1720597
1/25/2020 3:00,27.14570149
1/25/2020 4:00,27.11934328
1/25/2020 5:00,27.09298507
1/25/2020 6:00,27.06662687
1/25/2020 7:00,27.04026866
1/25/2020 8:00,27.01391045
1/25/2020 9:00,26.98755224
1/25/2020 10:00,26.96119403
1/25/2020 11:00,26.93483582
1/25/2020 12:00,26.90847761
1/25/2020 13:00,26.8821194
1/25/2020 14:00,26.85576119
1/25/2020 15:00,26.82940299
1/25/2020 16:00,26.80304478
1/25/2020 17:00,26.77668657
1/25/2020 18:00,26.75032836
1/25/2020 19:00,26.72397015
1/25/2020 20:00,26.69761194
1/25/2020 21:00,26.67125373
1/25/2020 22:00,26.64489552
1/25/2020 23:00,26.61853731
1/26/2020 0:00,26.5921791
1/26/2020 1:00,26.5658209
1/26/2020 2:00,26.53946269
1/26/2020 3:00,26.51310448
1/26/2020 4:00,26.48674627
1/26/2020 5:00,26.46038806
1/26/2020 6:00,26.43402985
1/26/2020 7:00,26.40767164
1/26/2020 8:00,26.38131343
1/26/2020 9:00,26.35495522
1/26/2020 10:00,26.32859701
1/26/2020 11:00,26.30223881
1/26/2020 12:00,26.2758806
1/26/2020 13:00,26.24952239
1/26/2020 14:00,26.22316418
1/26/2020 15:00,26.19680597
1/26/2020 16:00,26.17044776
1/26/2020 17:00,26.14408955
1/26/2020 18:00,26.11773134
1/26/2020 19:00,26.09137313
1/26/2020 20:00,26.06501493
1/26/2020 21:00,26.03865672
1/26/2020 22:00,26.01229851
1/26/2020 23:00,25.9859403
1/27/2020 0:00,25.95958209
1/27/2020 1:00,25.93322388
1/27/2020 2:00,25.90686567
1/27/2020 3:00,25.88050746
1/27/2020 4:00,25.85414925
1/27/2020 5:00,25.82779104
1/27/2020 6:00,25.80143284
1/27/2020 7:00,25.77507463
1/27/2020 8:00,25.74871642
1/27/2020 9:00,25.72235821
1/27/2020 10:00,25.696
1/27/2020 11:00,25.875
1/27/2020 12:00,26.178
1/27/2020 13:00,26.011
1/27/2020 14:00,26.105
1/27/2020 15:00,25.975
1/27/2020 16:00,25.99868421
1/27/2020 17:00,26.02236842
1/27/2020 18:00,26.04605263
1/27/2020 19:00,26.06973684
1/27/2020 20:00,26.09342105
1/27/2020 21:00,26.11710526
1/27/2020 22:00,26.14078947
1/27/2020 23:00,26.16447368
1/28/2020 0:00,26.18815789
1/28/2020 1:00,26.21184211
1/28/2020 2:00,26.23552632
1/28/2020 3:00,26.25921053
1/28/2020 4:00,26.28289474
1/28/2020 5:00,26.30657895
1/28/2020 6:00,26.33026316
1/28/2020 7:00,26.35394737
1/28/2020 8:00,26.37763158
1/28/2020 9:00,26.40131579
1/28/2020 10:00,26.425
1/28/2020 11:00,26.485
1/28/2020 12:00,26.59
1/28/2020 13:00,26.75
1/28/2020 14:00,26.8775
1/28/2020 15:00,27.005
1/28/2020 16:00,27.00636842
1/28/2020 17:00,27.00773684
1/28/2020 18:00,27.00910526
1/28/2020 19:00,27.01047368
1/28/2020 20:00,27.01184211
1/28/2020 21:00,27.01321053
1/28/2020 22:00,27.01457895
1/28/2020 23:00,27.01594737
1/29/2020 0:00,27.01731579
1/29/2020 1:00,27.01868421
1/29/2020 2:00,27.02005263
1/29/2020 3:00,27.02142105
1/29/2020 4:00,27.02278947
1/29/2020 5:00,27.02415789
1/29/2020 6:00,27.02552632
1/29/2020 7:00,27.02689474
1/29/2020 8:00,27.02826316
1/29/2020 9:00,27.02963158
1/29/2020 10:00,27.031
1/29/2020 11:00,27.475
1/29/2020 12:00,26.965
1/29/2020 13:00,26.9225
1/29/2020 14:00,26.88
1/29/2020 15:00,26.835
1/29/2020 16:00,26.83436842
1/29/2020 17:00,26.83373684
1/29/2020 18:00,26.83310526
1/29/2020 19:00,26.83247368
1/29/2020 20:00,26.83184211
1/29/2020 21:00,26.83121053
1/29/2020 22:00,26.83057895
1/29/2020 23:00,26.82994737
1/30/2020 0:00,26.82931579
1/30/2020 1:00,26.82868421
1/30/2020 2:00,26.82805263
1/30/2020 3:00,26.82742105
1/30/2020 4:00,26.82678947
1/30/2020 5:00,26.82615789
1/30/2020 6:00,26.82552632
1/30/2020 7:00,26.82489474
1/30/2020 8:00,26.82426316
1/30/2020 9:00,26.82363158
1/30/2020 10:00,26.823
1/30/2020 11:00,26.732
1/30/2020 12:00,27.013
1/30/2020 13:00,26.795
1/30/2020 14:00,27.036
1/30/2020 15:00,27.414
1/30/2020 16:00,27.40052632
1/30/2020 17:00,27.38705263
1/30/2020 18:00,27.37357895
1/30/2020 19:00,27.36010526
1/30/2020 20:00,27.34663158
1/30/2020 21:00,27.33315789
1/30/2020 22:00,27.31968421
1/30/2020 23:00,27.30621053
1/31/2020 0:00,27.29273684
1/31/2020 1:00,27.27926316
1/31/2020 2:00,27.26578947
1/31/2020 3:00,27.25231579
1/31/2020 4:00,27.23884211
1/31/2020 5:00,27.22536842
1/31/2020 6:00,27.21189474
1/31/2020 7:00,27.19842105
1/31/2020 8:00,27.18494737
1/31/2020 9:00,27.17147368
1/31/2020 10:00,27.158
1/31/2020 11:00,26.898
1/31/2020 12:00,26.903
1/31/2020 13:00,26.755
1/31/2020 14:00,26.966
1/31/2020 15:00,26.755
1/31/2020 16:00,26.76858209
1/31/2020 17:00,26.78216418
1/31/2020 18:00,26.79574627
1/31/2020 19:00,26.80932836
1/31/2020 20:00,26.82291045
1/31/2020 21:00,26.83649254
1/31/2020 22:00,26.85007463
1/31/2020 23:00,26.86365672
2/1/2020 0:00,26.87723881
2/1/2020 1:00,26.8908209
2/1/2020 2:00,26.90440299
2/1/2020 3:00,26.91798507
2/1/2020 4:00,26.93156716
2/1/2020 5:00,26.94514925
2/1/2020 6:00,26.95873134
2/1/2020 7:00,26.97231343
2/1/2020 8:00,26.98589552
2/1/2020 9:00,26.99947761
2/1/2020 10:00,27.0130597
2/1/2020 11:00,27.02664179
2/1/2020 12:00,27.04022388
2/1/2020 13:00,27.05380597
2/1/2020 14:00,27.06738806
2/1/2020 15:00,27.08097015
2/1/2020 16:00,27.09455224
2/1/2020 17:00,27.10813433
2/1/2020 18:00,27.12171642
2/1/2020 19:00,27.13529851
2/1/2020 20:00,27.1488806
2/1/2020 21:00,27.16246269
2/1/2020 22:00,27.17604478
2/1/2020 23:00,27.18962687
2/2/2020 0:00,27.20320896
2/2/2020 1:00,27.21679104
2/2/2020 2:00,27.23037313
2/2/2020 3:00,27.24395522
2/2/2020 4:00,27.25753731
2/2/2020 5:00,27.2711194
2/2/2020 6:00,27.28470149
2/2/2020 7:00,27.29828358
2/2/2020 8:00,27.31186567
2/2/2020 9:00,27.32544776
2/2/2020 10:00,27.33902985
2/2/2020 11:00,27.35261194
2/2/2020 12:00,27.36619403
2/2/2020 13:00,27.37977612
2/2/2020 14:00,27.39335821
2/2/2020 15:00,27.4069403
2/2/2020 16:00,27.42052239
2/2/2020 17:00,27.43410448
2/2/2020 18:00,27.44768657
2/2/2020 19:00,27.46126866
2/2/2020 20:00,27.47485075
2/2/2020 21:00,27.48843284
2/2/2020 22:00,27.50201493
2/2/2020 23:00,27.51559701
2/3/2020 0:00,27.5291791
2/3/2020 1:00,27.54276119
2/3/2020 2:00,27.55634328
2/3/2020 3:00,27.56992537
2/3/2020 4:00,27.58350746
2/3/2020 5:00,27.59708955
2/3/2020 6:00,27.61067164
2/3/2020 7:00,27.62425373
2/3/2020 8:00,27.63783582
2/3/2020 9:00,27.65141791
2/3/2020 10:00,27.665
2/3/2020 11:00,27.145
2/3/2020 12:00,27.084
2/3/2020 13:00,27.225
2/3/2020 14:00,27.2125
2/3/2020 15:00,27.2
2/3/2020 16:00,27.25652632
2/3/2020 17:00,27.31305263
2/3/2020 18:00,27.36957895
2/3/2020 19:00,27.42610526
2/3/2020 20:00,27.48263158
2/3/2020 21:00,27.53915789
2/3/2020 22:00,27.59568421
2/3/2020 23:00,27.65221053
2/4/2020 0:00,27.70873684
2/4/2020 1:00,27.76526316
2/4/2020 2:00,27.82178947
2/4/2020 3:00,27.87831579
2/4/2020 4:00,27.93484211
2/4/2020 5:00,27.99136842
